#timestamp,#frame_is_ok,#U1,#U2,#U3,#current1,#activepow1,#current2,#activepow2,#current3,#activepow3,#current4,#activepow4,#current5,#activepow5,#current6,#activepow6
1745428511.039678535,true,239.4,0.0,0.0,0.1,0.9,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,182.0,0.0,0.0
1745428511.050052695,true,240.2,0.0,0.0,0.1,0.9,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.2,0.0,0.0
1745428511.059675491,true,240.2,0.0,0.0,0.1,0.9,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.2,0.0,0.0
1745428511.069926682,true,240.2,0.0,0.0,0.1,0.9,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.2,0.0,0.0
1745428511.079677879,true,240.1,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,181.8,0.0,0.0
1745428511.089926764,true,240.1,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,181.8,0.0,0.0
1745428511.100178622,true,239.3,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,180.6,0.0,0.0
1745428511.109926275,true,240.9,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.0,0.0,0.0
1745428511.119550654,true,239.5,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.2,0.0,0.0
1745428511.129804322,true,240.3,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.4,0.0,0.0
1745428511.139548614,true,240.3,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.4,0.0,0.0
1745428511.149800567,true,240.3,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.4,0.0,0.0
1745428511.160056600,true,240.4,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,188.7,0.0,0.0
1745428511.169800355,true,240.4,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,188.7,0.0,0.0
1745428511.180050087,true,239.7,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,187.5,0.0,0.0
1745428511.189803618,true,240.4,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,188.7,0.0,0.0
1745428511.200050271,true,240.4,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.8,0.0,0.0
1745428511.209676793,true,240.4,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.8,0.0,0.0
1745428511.220055119,true,240.4,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.8,0.0,0.0
1745428511.229676060,true,240.4,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.8,0.0,0.0
1745428511.239926200,true,239.6,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.0,0.0,0.0
1745428511.249677869,true,240.3,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428511.259927946,true,240.3,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428511.269550623,true,240.3,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428511.279801824,true,240.2,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8,182.7,0.0,0.0
1745428511.289553181,true,240.2,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8,182.7,0.0,0.0
1745428511.299801723,true,239.4,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8,181.5,0.0,0.0
1745428511.309551633,true,240.2,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8,182.7,0.0,0.0
1745428511.319802322,true,240.1,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.5,0.0,0.0
1745428511.329551762,true,240.1,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.5,0.0,0.0
1745428511.339804381,true,240.1,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.5,0.0,0.0
1745428511.349426326,true,240.1,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.5,0.0,0.0
1745428511.359681389,true,239.4,0.0,0.0,0.1,1.1,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,182.2,0.0,0.0
1745428511.370052160,true,240.1,0.0,0.0,0.1,1.1,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.4,0.0,0.0
1745428511.379677534,true,240.1,0.0,0.0,0.1,1.1,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.4,0.0,0.0
1745428511.390057461,true,240.1,0.0,0.0,0.1,1.1,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.4,0.0,0.0
1745428511.399676712,true,240.2,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428511.409926027,true,240.2,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428511.419677241,true,239.4,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,181.9,0.0,0.0
1745428511.429927012,true,240.2,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428511.439553537,true,240.2,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.2,0.0,0.0
1745428511.449801518,true,240.2,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.2,0.0,0.0
1745428511.459552895,true,240.2,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.2,0.0,0.0
1745428511.469802814,true,240.2,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.2,0.0,0.0
1745428511.479551929,true,240.2,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,186.9,0.0,0.0
1745428511.489803467,true,240.2,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,186.9,0.0,0.0
1745428511.499553434,true,239.4,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,185.7,0.0,0.0
1745428511.509803960,true,240.2,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,186.9,0.0,0.0
1745428511.519429074,true,240.2,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.3,0.0,0.0
1745428511.529677216,true,240.2,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.3,0.0,0.0
1745428511.539429422,true,240.2,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.3,0.0,0.0
1745428511.549679299,true,240.2,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.3,0.0,0.0
1745428511.559429096,true,239.2,0.0,0.0,0.1,1.1,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,181.8,0.0,0.0
1745428511.569677421,true,240.0,0.0,0.0,0.1,1.1,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,183.0,0.0,0.0
1745428511.579302211,true,240.0,0.0,0.0,0.1,1.1,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,183.0,0.0,0.0
1745428511.589556706,true,240.0,0.0,0.0,0.1,1.1,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,183.0,0.0,0.0
1745428511.599303060,true,240.0,0.0,0.0,0.1,0.8,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,182.5,0.0,0.0
1745428511.609552104,true,240.0,0.0,0.0,0.1,0.8,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,182.5,0.0,0.0
1745428511.619303044,true,239.2,0.0,0.0,0.1,0.8,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,181.4,0.0,0.0
1745428511.629553904,true,240.0,0.0,0.0,0.1,0.8,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,182.5,0.0,0.0
1745428511.639303949,true,240.2,0.0,0.0,0.1,1.2,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,184.5,0.0,0.0
1745428511.649552944,true,240.2,0.0,0.0,0.1,1.2,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,184.5,0.0,0.0
1745428511.659804042,true,240.2,0.0,0.0,0.1,1.2,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,184.5,0.0,0.0
1745428511.669434501,true,240.2,0.0,0.0,0.1,1.2,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,184.5,0.0,0.0
1745428511.679677368,true,239.6,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8,182.4,0.0,0.0
1745428511.689429405,true,240.4,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8,183.6,0.0,0.0
1745428511.699678187,true,240.4,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8,183.6,0.0,0.0
1745428511.709429312,true,240.4,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8,183.6,0.0,0.0
1745428511.719683852,true,240.4,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,181.4,0.0,0.0
1745428511.729430653,true,240.4,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,181.4,0.0,0.0
1745428511.739553714,true,239.6,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,180.2,0.0,0.0
1745428511.749304585,true,240.4,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,181.4,0.0,0.0
1745428511.759554144,true,240.4,0.0,0.0,0.1,0.7,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,182.2,0.0,0.0
1745428511.769303600,true,240.4,0.0,0.0,0.1,0.7,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,182.2,0.0,0.0
1745428511.779554317,true,240.4,0.0,0.0,0.1,0.7,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,182.2,0.0,0.0
1745428511.789305733,true,240.4,0.0,0.0,0.1,0.7,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,182.2,0.0,0.0
1745428511.799554279,true,239.6,0.0,0.0,0.1,1.2,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,182.0,0.0,0.0
1745428511.809305178,true,240.4,0.0,0.0,0.1,1.2,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428511.819432915,true,240.4,0.0,0.0,0.1,1.2,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428511.829178636,true,240.4,0.0,0.0,0.1,1.2,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428511.839433564,true,240.4,0.0,0.0,0.1,1.1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,183.4,0.0,0.0
1745428511.849180984,true,240.4,0.0,0.0,0.1,1.1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,183.4,0.0,0.0
1745428511.859432035,true,240.4,0.0,0.0,0.1,1.1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,183.4,0.0,0.0
1745428511.869181221,true,239.6,0.0,0.0,0.1,1.1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,182.3,0.0,0.0
1745428511.879430073,true,240.3,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,181.7,0.0,0.0
1745428511.889179870,true,240.3,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,181.7,0.0,0.0
1745428511.899430954,true,240.3,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,181.7,0.0,0.0
1745428511.909555786,true,240.3,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,181.7,0.0,0.0
1745428511.919305997,true,239.6,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.6,0.0,0.0
1745428511.929558665,true,240.3,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.8,0.0,0.0
1745428511.939306866,true,240.3,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.8,0.0,0.0
1745428511.949555860,true,240.3,0.0,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.8,0.0,0.0
1745428511.959307585,true,240.4,0.0,0.0,0.1,1.1,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,186.8,0.0,0.0
1745428511.969555209,true,240.4,0.0,0.0,0.1,1.1,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,186.8,0.0,0.0
1745428511.979304682,true,240.4,0.0,0.0,0.1,1.1,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,186.8,0.0,0.0
1745428511.989433920,true,240.4,0.0,0.0,0.1,1.1,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,186.8,0.0,0.0
1745428511.999180483,true,239.7,0.0,0.0,0.1,0.7,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,183.0,0.0,0.0
1745428512.009431533,true,240.5,0.0,0.0,0.1,0.7,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,184.1,0.0,0.0
1745428512.019181835,true,240.5,0.0,0.0,0.1,0.7,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,184.1,0.0,0.0
1745428512.029432009,true,240.5,0.0,0.0,0.1,0.7,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,184.1,0.0,0.0
1745428512.039182475,true,240.4,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,184.3,0.0,0.0
1745428512.049431951,true,240.4,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,184.3,0.0,0.0
1745428512.059182854,true,239.6,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428512.069430774,true,240.4,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,184.3,0.0,0.0
1745428512.079057778,true,240.2,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.0,0.0,0.0
1745428512.089312256,true,240.2,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.0,0.0,0.0
1745428512.099058742,true,240.2,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.0,0.0,0.0
1745428512.109307860,true,240.2,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.0,0.0,0.0
1745428512.119057026,true,239.5,0.0,0.0,0.1,1.2,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,185.4,0.0,0.0
1745428512.129308121,true,240.3,0.0,0.0,0.1,1.2,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,186.6,0.0,0.0
1745428512.139057832,true,240.3,0.0,0.0,0.1,1.2,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,186.6,0.0,0.0
1745428512.149185606,true,240.3,0.0,0.0,0.1,1.2,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,186.6,0.0,0.0
1745428512.159436453,true,240.3,0.0,0.0,0.1,0.8,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,187.7,0.0,0.0
1745428512.169181313,true,240.3,0.0,0.0,0.1,0.8,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,187.7,0.0,0.0
1745428512.179431659,true,239.5,0.0,0.0,0.1,0.8,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,186.5,0.0,0.0
1745428512.189182626,true,240.3,0.0,0.0,0.1,0.8,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,187.7,0.0,0.0
1745428512.199432376,true,240.4,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,182.7,0.0,0.0
1745428512.209182680,true,240.4,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,182.7,0.0,0.0
1745428512.219433405,true,240.4,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,182.7,0.0,0.0
1745428512.229183505,true,240.4,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.8,182.7,0.0,0.0
1745428512.239307871,true,239.6,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,181.6,0.0,0.0
1745428512.249057945,true,240.4,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.7,0.0,0.0
1745428512.259310604,true,240.4,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.7,0.0,0.0
1745428512.269057925,true,240.4,0.0,0.0,0.1,1.2,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.7,0.0,0.0
1745428512.279309862,true,240.3,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428512.289062679,true,240.3,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428512.299183877,true,239.6,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,182.0,0.0,0.0
1745428512.309059048,true,240.3,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428512.319186404,true,240.4,0.0,0.0,0.1,1.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428512.329058646,true,240.4,0.0,0.0,0.1,1.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428512.339187744,true,240.4,0.0,0.0,0.1,1.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428512.348934730,true,240.4,0.0,0.0,0.1,1.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428512.359184002,true,239.4,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,187.7,0.0,0.0
1745428512.368809005,true,240.2,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,188.9,0.0,0.0
1745428512.379059340,true,240.2,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,188.9,0.0,0.0
1745428512.388812362,true,240.2,0.0,0.0,0.1,1.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,188.9,0.0,0.0
1745428512.399059007,true,240.4,0.0,0.0,0.1,0.7,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,182.6,0.0,0.0
1745428512.408809440,true,240.4,0.0,0.0,0.1,0.7,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,182.6,0.0,0.0
1745428512.419064100,true,239.6,0.0,0.0,0.1,0.7,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,181.4,0.0,0.0
1745428512.429308248,true,241.1,0.0,0.0,0.1,0.7,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.8,0.0,0.0
1745428512.439058859,true,239.6,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.6,0.0,0.0
1745428512.449308771,true,240.4,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.8,0.0,0.0
1745428512.459060173,true,240.4,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.8,0.0,0.0
1745428512.469187502,true,240.4,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.8,0.0,0.0
1745428512.479058206,true,240.2,0.0,0.0,0.1,1.4,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,184.2,0.0,0.0
1745428512.489184424,true,240.2,0.0,0.0,0.1,1.4,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,184.2,0.0,0.0
1745428512.498937268,true,239.4,0.0,0.0,0.1,1.4,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,183.1,0.0,0.0
1745428512.509184654,true,240.2,0.0,0.0,0.1,1.4,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,184.2,0.0,0.0
1745428512.518934564,true,240.2,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.5,0.0,0.0
1745428512.529185293,true,240.2,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.5,0.0,0.0
1745428512.538808875,true,240.2,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.5,0.0,0.0
1745428512.549060738,true,240.2,0.0,0.0,0.1,1.2,0.0,-0.0,0.0,0.0,0.0,-0.0,0.8,183.5,0.0,0.0
1745428512.558810934,true,239.5,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,181.6,0.0,0.0
1745428512.569060943,true,240.3,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.7,0.0,0.0
1745428512.578809879,true,240.3,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.7,0.0,0.0
1745428512.589060815,true,240.3,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.7,0.0,0.0
1745428512.598809737,true,240.2,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.8,0.0,0.0
1745428512.609061657,true,239.4,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,181.6,0.0,0.0
1745428512.618685629,true,240.2,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.8,0.0,0.0
1745428512.629058778,true,240.2,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8,182.8,0.0,0.0
1745428512.638686322,true,240.4,0.0,0.0,0.1,1.1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,183.8,0.0,0.0
1745428512.648936096,true,240.4,0.0,0.0,0.1,1.1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.8,183.8,0.0,0.0
